Kecamatan,Node_Awal,Node_Akhir,Nama_Ruas,Cost,Kondisi
banyumanik,A1,A2,Jl. Gombel Lama,1271.0,Baik
banyumanik,A2,A3,Jl. Gaharu Utara,234.0,Sedang
banyumanik,A2,A6,Jl. Tanjung Sari 1,218.0,Sedang
banyumanik,A2,A8,Jl. Tanjung Sari,401.0,Sedang
banyumanik,A2,A4,Jl. Ngesrep Timur 6,451.0,Sedang
banyumanik,A3,A5,Jl. Gombel Indah,321.0,Sedang
banyumanik,A6,A5,Jl. Jatingaleh 1,569.0,Sedang
banyumanik,A6,A11,Jl. Jatingaleh 2,283.0,Baik
banyumanik,A6,A7,Jl. Ngesrep Barat 3,608.0,Sedang
banyumanik,A7,A12,Jl. Jati Utara,169.0,Baik
banyumanik,A7 ,A13,Jl. Durian Selatan,455.0,Baik
banyumanik,A7,A14,Jl. Jati,1079.0,Sedang
banyumanik,A7,A8,Jl. Rumpun Diponegoro,708.0,Sedang
banyumanik,A8 ,A15,Jl. Rasamala,563.0,Baik
banyumanik,A8 ,A9,Jl. Durian Selatan 2,371.0,Sedang
banyumanik,A4,A9,Jl. Nusa Indah,496.0,Baik
banyumanik,A9,A16,Jl. Kalipepe 1,392.0,Baik
banyumanik,A16,A15,Jl. Kalipepe,475.0,Baik
banyumanik,A16,A17,Jl. Muteran,1091.0,Sedang
banyumanik,A17,A27,Jl. Setuk,517.0,Sedang
banyumanik,A27,A26,Jl. Potrosari Tengah,617.0,Sedang
banyumanik,A15,A14,Jl. Potrosari 3,261.0,Sedang
banyumanik,A15,A26,Jl. Potrosari Lapangan,444.0,Sedang
banyumanik,A26,A36,Jl. Nangka,437.0,Baik
banyumanik,A36,A37,Jl. Grafika,1139.0,Baik
banyumanik,A36,A50,Jl. Karangrejo,114.0,Baik
banyumanik,A36,A35,Jl. Durian,1896.0,Baik
banyumanik,A50,A49,Jl. Gaharu,654.0,Baik
banyumanik,A35,A49,Jl. Kruing,525.0,Rusak Ringan
banyumanik,A49,A60,Jl. Meranti,667.0,Baik
banyumanik,A49,A48,Jl. Sukun,682.0,Baik
banyumanik,A14,A25,Jl. Bumirejo,1575.0,Sedang
banyumanik,A25,A35,Jl. Payung Mas,811.0,Baik
banyumanik,A25,A24,Jl. Ngasem,1084.0,Sedang
banyumanik,A25,A34,Jl. Kyai Mojo 1,1766.0,Sedang
banyumanik,A48,A46,Jl. Kyai Mojo,829.0,Sedang
banyumanik,A34,A47,Jl. Gotong Royong,1376.0,Rusak Ringan
banyumanik,A47,A45,Jl. Kp. Pentul 1,219.0,Sedang
banyumanik,A47,A46,Jl. Potrosari BD,429.0,Sedang
banyumanik,A45,A32,Jl. Rasamala Timur,123.0,Sedang
banyumanik,A45,A44,Jl. Blimbing,458.0,Sedang
banyumanik,A44,A58,Jl. Murbei Timur,180.0,Sedang
banyumanik,A44,A42,Jl. Murbei,723.0,Sedang
banyumanik,A46,A59,Jl. Sendang Pentul,364.0,Sedang
banyumanik,A34,A33,Jl. Potrosari 2,214.0,Sedang
banyumanik,A24,A23,Jl. Ace,420.0,Baik
banyumanik,A24,A33,Jl. Kalipepe 4,802.0,Baik
banyumanik,A13,A23,Jl. Taman Teuku Umar,715.0,Sedang
banyumanik,A23,A31,Jl. Jambu,278.0,Sedang
banyumanik,A23,A33,Jl. H. Suradi,706.0,Baik
banyumanik,A33,A32,Jl. Kanfer Utara,168.0,Baik
banyumanik,A32,A41,Jl. Trunojoyo,332.0,Baik
banyumanik,A32,A44,Jl. Kalijaten,656.0,Baik
banyumanik,A41,A42,Jl. Ulin Utara,69.0,Sedang
banyumanik,A42,A55,Jl. Sawunggaling 5,294.0,Baik
banyumanik,A42,A43,Jl. Mulawarman 2,413.0,Baik
banyumanik,A43,A57,Jl. Waru Timur 1,430.0,Sedang
banyumanik,A43,A56,Jl. Sawunggaling 4,293.0,Baik
banyumanik,A55,A56,Jl. Durian Utara 2,416.0,Baik
banyumanik,A55,A54,Jl. Bukit Raya,1791.0,Baik
banyumanik,A12,A21,Jl. Bukit Kusuma,402.0,Sedang
banyumanik,A12,A22,Jl. Ngesrep Timur 2,253.0,Sedang
banyumanik,A22,A25,Jl. Ngesrep Timur 4,359.0,Sedang
banyumanik,A5,A10,Jl. Ngesrep Timur 3,231.0,Sedang
banyumanik,A10,A19,Jl. Ngesrep Timur Dalam 3,137.0,Sedang
banyumanik,A19,A18,Jl. Bukit Umbul,413.0,Baik
banyumanik,A19,A28,Jl. Jangli Boulevard,185.0,Sedang
banyumanik,A11,A19,Jl. Sapta Marga,447.0,Baik
banyumanik,A11,A20,Jl. Merbau,611.0,Baik
banyumanik,A21,A30,Jl. Tusam Timur,551.0,Sedang
banyumanik,A22,A30,Jl. Waru,236.0,Sedang
banyumanik,A31,A30,Jl. Tirto Agung,1318.0,Baik
banyumanik,A31,A40,Jl. Kanfer,612.0,Baik
banyumanik,A31,A53,Jl. Banjarsari Selatan,676.0,Sedang
banyumanik,A30,A40,Jl. Tusam,719.0,Sedang
banyumanik,A30,A39,Jl. Jatimulyo,626.0,Baik
banyumanik,A30,A29,Jl. Jatiluhur 1,679.0,Sedang
banyumanik,A40,A39,Jl. Suren,433.0,Sedang
banyumanik,A29,A38,Jl. Gedawang,787.0,Baik
banyumanik,A38,A39,Jl. Puri Asri Perdana,466.0,Baik
banyumanik,A39,A51,Jl. Grafika Utama,484.0,Sedang
banyumanik,A39,A52,Jl. Sapta Prasetya,164.0,Baik
banyumanik,A51,A52,Jl. Rengas,264.0,Baik
banyumanik,A18,A61,Jl. Ulin,262.0,Sedang
banyumanik,A28,A61,Jl. Sawunggaling,247.0,Baik
banyumanik,A38,A62,Jl. Waru Timur,377.0,Sedang
banyumanik,A51,A62,Jl. Tirto Husodo Barat 1,167.0,Baik
banyumanik,A52,A63,Jl. Srondol Bumi Indah,200.0,Sedang
banyumanik,A63,A64,Jl. Ngesrep Timur Dalam 2,231.0,Sedang
banyumanik,A53,A54,Jl. Klentengsari,758.0,Baik
banyumanik,A53,A64,Jl. Tanjung Sari 2,299.0,Sedang
banyumanik,A54,A65,Jl. Tanjung Sari 4,338.0,Sedang
banyumanik,A56,A65,Jl. Jrobang,561.0,Baik
banyumanik,A57,A65,Jl. Jangli Perbalan,323.0,Baik
banyumanik,A57,A66,Jl. Tanjung Sari 3,228.0,Sedang
banyumanik,A58,A66,Jl. Mulawarman 1,340.0,Baik
banyumanik,A57,A71,Jl. Watu Kaji,1137.0,Sedang
banyumanik,A71,A65,Jl. Jatiluhur,452.0,Sedang
banyumanik,A71,A72,Jl. Cemara,727.0,Baik
banyumanik,A72,A65,Jl. Taman Setia Budi,194.0,Sedang
banyumanik,A66,A70,Jl. Damar,534.0,Baik
banyumanik,A59,A70,Jl. Empu Sendok,1611.0,Baik
banyumanik,A59,A48,Jl. Potrosari 1,301.0,Baik
banyumanik,A70,A69,Jl. Pramuka,2351.0,Baik
banyumanik,A48,A67,Jl. Sawunggaling Selatan,366.0,Sedang
banyumanik,A67,A69,Jl. Sendang Pakel,347.0,Sedang
banyumanik,A48,A60,Jl. Wisma Prasetya,269.0,Baik
banyumanik,A60,A68,Jl. Tirto Husodo Timur,404.0,Sedang
banyumanik,A48,A59,Jl. Tembalang Selatan,196.0,Sedang
candisari,B1,B2,Jl. Sisimangaraja,2384.0,Baik
candisari,B2,B3,Jl. Kawi,1167.0,Sedang
candisari,B2,B8,Jl. Wilis,923.0,Baik
candisari,B2,B7,Jl. Sriwijaya,1736.0,Baik
candisari,B3,B4,Jl. Kagok,240.0,Sedang
candisari,B3,B5,Jl. Kawi 1,914.0,Baik
candisari,B4,B7,Jl. Ungaran,144.0,Sedang
candisari,B7,B11,Jl. Dr. Wahidin Dalam,346.0,Sedang
candisari,B5,B6,Jl. Kesatrian RW. 07,810.0,Sedang
candisari,B5,B14,Jl. Genuk Sari,271.0,Sedang
candisari,B5,B12,Jl. Cinde,483.0,Baik
candisari,B14,B13,Jl. Cinde Barat 7,130.0,Sedang
candisari,B14,B16,Jl. Cinde Barat 9,518.0,Sedang
candisari,B14,B15,Jl. Cinde Selatan,420.0,Sedang
candisari,B6,B15,Jl. Tandang,542.0,Baik
candisari,B13,B17,Jl. Jangli,1631.0,Sedang
candisari,B13,B12,Jl. Kasipah,1631.0,Baik
candisari,B8,B11,Jl. Tegalsari,696.0,Sedang
candisari,B12,B11,Jl. Tentara Pelajar,102.0,Baik
candisari,B12,B10,Jl. Cinde Barat 5,23.0,Sedang
candisari,B12,B18,Jl. Singotoro,641.0,Baik
candisari,B17,B16,Jl. Diponegoro,1593.0,Baik
candisari,B17,B28,Jl. Telomoyo,218.0,Baik
candisari,B17,B26,Jl. Tambora,430.0,Sedang
candisari,B15,B28,Jl. Tabanan,227.0,Sedang
candisari,B28,B27,Jl. Jatingaleh 3,790.0,Sedang
candisari,B26,B27,Jl. Sanggung Barat,129.0,Baik
candisari,B27,B25,Jl. Candi Golf Boulevard,893.0,Sedang
gajahmungkur,C1,C2,Jl. Kelud,1859.0,Baik
gajahmungkur,C2,C5,Jl. Pawiyatan Luhur,2736.0,Baik
gajahmungkur,C2,C7,Jl. Kendeng,1275.0,Sedang
gajahmungkur,C2,C3,Jl. Menoreh,1637.0,Baik
gajahmungkur,C2,C4,Jl. Watu Lawang 4,1202.0,Baik
gajahmungkur,C2,C9,Jl. Veteran,1107.0,Baik
gajahmungkur,C3,C31,Jl. Jatidiri,835.0,Baik
gajahmungkur,C4,C30,Jl. Dempo,574.0,Baik
gajahmungkur,C4,C29,Jl. Gubernur Budiono,302.0,Sedang
gajahmungkur,C5,C29,Jl. Lamongan,811.0,Baik
gajahmungkur,C5,C26,Jl. Tumpang,1159.0,Baik
gajahmungkur,C5,C6,Jl. Semeru,775.0,Baik
gajahmungkur,C7,C6,Jl. Rajabasa,425.0,Baik
gajahmungkur,C7,C8,Jl. Argopuro,946.0,Sedang
gajahmungkur,C9,C10,Jl. Lempongsari Barat 3,108.0,Baik
gajahmungkur,C9,C11,Jl. Lempongsari Barat,222.0,Baik
gajahmungkur,C9,C8,Jl. Lempongsari 1,701.0,Baik
gajahmungkur,C11,C12,Jl. Kesambi,191.0,Sedang
gajahmungkur,C8,C13,Jl. Malabar,258.0,Baik
gajahmungkur,C8,C14,Jl. Raung,542.0,Baik
gajahmungkur,C12,C13,Jl. Slamet,623.0,Sedang
gajahmungkur,C13,C14,Jl. Guntur,540.0,Baik
gajahmungkur,C14,C15,Jl. Lempongsari,553.0,Baik
gajahmungkur,C14,C17,Jl. Dieng,254.0,Baik
gajahmungkur,C15,C16,Jl. Sumbing,867.0,Sedang
gajahmungkur,C17,C16,Jl. Sindoro,186.0,Sedang
gajahmungkur,C17,C18,Jl. Gunung Sawo,517.0,Sedang
gajahmungkur,C17,C19,Jl. Merapi,484.0,Baik
gajahmungkur,C19,C20,Jl. Gajahmungkur Selatan,696.0,Sedang
gajahmungkur,C18,C21,Jl. Taman Gajahmungkur,425.0,Baik
gajahmungkur,C18,C20,Jl. Tugu Suharto,217.0,Baik
gajahmungkur,C6,C22,Jl. Wungkal,527.0,Baik
gajahmungkur,C22,C23,Jl. Karangrejo,1075.0,Baik
gajahmungkur,C22,C25,Jl. Lawu,186.0,Sedang
gajahmungkur,C23,C24,Jl. Taman Diponegoro,373.0,Baik
gajahmungkur,C31,C30,Jl. Telaga Bodas,1065.0,Sedang
gajahmungkur,C30,C28,Jl. Rinjani,1685.0,Sedang
gajahmungkur,C29,C28,Jl. Semboja,607.0,Baik
gajahmungkur,C29,C27,Jl. Muria,257.0,Baik
gajahmungkur,C26,C27,Jl. Indrapura,530.0,Sedang
gajahmungkur,C26,C25,Jl. Papandayan,164.0,Baik
gayamsari,D1,D2,Jl. Sawah Besar,2458.0,Baik
gayamsari,D2,D3,Jl. Tanggungrejo,1175.0,Baik
gayamsari,D2,D4,Jl. Gajah,2522.0,Baik
gayamsari,D2,D5,Jl. Medoho Permai,464.0,Sedang
gayamsari,D3,D6,Jl. Jolotundo,745.0,Baik
gayamsari,D4,D7,Jl. Gempolsari 3,977.0,Sedang
gayamsari,D4,D8,Jl. Gayamsari 1,217.0,Sedang
gayamsari,D5,D9,Jl. Badak 5,696.0,Baik
gayamsari,D6,D9,Jl. Kelinci,541.0,Sedang
gayamsari,D6,D10,Jl. Kijang Utara,307.0,Sedang
gayamsari,D7,D10,Jl. Medoho,742.0,Baik
gayamsari,D7,D11,Jl. Kanguru,1033.0,Sedang
gayamsari,D8,D11,Jl. Tambakboyo,765.0,Baik
gayamsari,D9,D12,Jl. Tambakan,521.0,Sedang
gayamsari,D10,D12,Jl. Unta,2772.0,Baik
gayamsari,D10,D11,Jl. Tanggul,790.0,Baik
gayamsari,D12,D16,Jl. Badak,482.0,Baik
gayamsari,D11,D13,Jl. Banteng,581.0,Baik
gayamsari,D13,D15,Jl. Gajah Timur 4,295.0,Sedang
gayamsari,D10,D14,Jl. Beruang,739.0,Baik
gayamsari,D12,D14,Jl. Kijang Selatan,363.0,Baik
gayamsari,D14,D16,Jl. Slamet Riyadi,989.0,Baik
gayamsari,D15,D14,Jl. Pati Unus 7,309.0,Sedang
gayamsari,D10,D15,Jl. Medoho 1,1122.0,Baik
genuk,E1,E2,Jl. Wolter Monginsidi,7922.0,Baik
genuk,E2,E3,Jl. Muktiharjo,4035.0,Baik
genuk,E2,E4,Jl. Kyai Ahmad,4035.0,Baik
genuk,E2,E5,Jl. Ki Senari,1878.0,Baik
genuk,E2,E6,Jl. Ratan Cilik,1901.0,Sedang
genuk,E2,E3,Jl. Kudu,2433.0,Baik
genuk,E3,E7,Jl. Sedayu Tugu,3073.0,Sedang
genuk,E3,E4,Jl. Terboyo,1345.0,Sedang
genuk,E4,E8,Jl. Sendang Indah,324.0,Baik
genuk,E4,E5,Jl. Dong Biru,1074.0,Baik
genuk,E5,E9,Jl. Trimulyo,621.0,Sedang
genuk,E5,E10,Jl. Jempono,714.0,Baik
genuk,E6,E11,Jl. Widuri 3,793.0,Baik
genuk,E6,E7,Jl. Bugen Polaman,788.0,Baik
genuk,E7,E12,Jl. Padi Tengah,448.0,Baik
genuk,E7,E8,Jl. Kapas Tengah,501.0,Baik
genuk,E8,E13,Jl. Kapas,603.0,Baik
genuk,E8,E9,Jl. Gebanganom,1603.0,Baik
genuk,E9,E14,Jl. K.H. Zainuddin,2235.0,Baik
genuk,E9,E10,Jl. Sedayu Sawo 1,572.0,Baik
genuk,E10,E15,Jl. Banget Prasetya,235.0,Baik
genuk,E10,E21,Jl. Sembungharjo Masjid Lama,717.0,Baik
genuk,E21,E22,Jl. Sumur Adem,1033.0,Baik
genuk,E21,E24,Jl. Widuri 1,653.0,Sedang
genuk,E11,E16,Jl. Widuri 2,626.0,Baik
genuk,E11,E12,Jl. Sembungharjo,276.0,Baik
genuk,E12,E17,Jl. Sedayu Sawo,615.0,Sedang
genuk,E12,E13,Jl. Kapas Utara,213.0,Baik
genuk,E13,E18,Jl. Kudu Baru,1181.0,Sedang
genuk,E13,E14,Jl. Padi,1505.0,Baik
genuk,E14,E19,Jl. TPU Banjardowo,366.0,Baik
genuk,E14,E15,Jl. Saleh,351.0,Baik
genuk,E15,E20,Jl. Widuri,328.0,Baik
genuk,E15,E22,Jl. Sapi Watu,460.0,Baik
genuk,E22,E23,Jl. Banget Prasetya 4,180.0,Baik
genuk,E22,E25,Jl. Bangetayu Wetan,4827.0,Baik
genuk,E24,E25,Jl. Widuri Krajan,362.0,Sedang
genuk,E16,E27,Jl. Wolter Monginsidi Lama,401.0,Baik
gunungpati,F1,F2,Jl. Mangunsari,2183.0,Sedang
gunungpati,F2,F3,Jl. Salakan,613.0,Sedang
gunungpati,F2,F4,Jl. Cepoko 3,715.0,Baik
gunungpati,F4,F5,Jl. Muntal,2965.0,Baik
gunungpati,F5,F6,Jl. Siwogo,1587.0,Sedang
gunungpati,F3,F7,Jl. Plalangan,3408.0,Sedang
gunungpati,F7,F8,Jl. Kol. R. Warsito,977.0,Baik
gunungpati,F8,F9,Jl. Randusari,1757.0,Sedang
gunungpati,F9,F10,Jl. Morokono,148.0,Sedang
gunungpati,F10,F11,Jl. Jedung,1258.0,Baik
gunungpati,F11,F12,Jl. Jatirejo,1176.0,Sedang
gunungpati,F6,F13,Jl. Cepoko 1,230.0,Baik
gunungpati,F13,F14,Jl. Cerme 2,260.0,Baik
gunungpati,F14,F15,Jl. SIbayan,501.0,Baik
gunungpati,F5,F16,Jl. Kyai Sudak,525.0,Baik
gunungpati,F15,F17,Jl. Jedung Utara,712.0,Baik
gunungpati,F17,F18,Jl. Pongangan,1387.0,Sedang
gunungpati,F18,F19,Jl. Talun Kacang,1183.0,Sedang
gunungpati,F19,F20,Jl. Pengkol,1103.0,Sedang
gunungpati,F20,F21,Jl. Bendosari,788.0,Rusak Ringan
gunungpati,F21,F22,Jl. Gribig,562.0,Sedang
gunungpati,F22,F23,Jl. Kalialang Lama,680.0,Sedang
gunungpati,F23,F24,Jl. Cepoko 2,223.0,Baik
gunungpati,F23,F25,Jl. Kliwonan Selatan,112.0,Baik
gunungpati,F25,F26,Jl. Kolonel H. R. Hadijanto,4649.0,Baik
gunungpati,F26,F27,Jl. Mr. Koesoebiyono Tjondro Wibowo,6472.0,Baik
gunungpati,F26,F28,Jl. Sumur Gunung,1085.0,Sedang
gunungpati,F28,F29,Jl. Dampyak,883.0,Sedang
gunungpati,F29,F30,Jl. Perbalan,409.0,Sedang
gunungpati,F30,F31,Jl. Sumur Jurang,358.0,Sedang
gunungpati,F31,F32,Jl. Mudal,603.0,Sedang
gunungpati,F32,F33,Jl. Pakintelan Baru,1068.0,Sedang
gunungpati,F32,F34,Jl. Ampel Gading,2258.0,Baik
gunungpati,F34,F35,Jl. Kalisegoro,1586.0,Baik
gunungpati,F35,F36,Jl. Kyai Bancak,862.0,Baik
gunungpati,F36,F37,Jl. Taman Siswa,1873.0,Baik
gunungpati,F35,F38,Jl. Kalisegoro 1,501.0,Baik
gunungpati,F38,F39,Jl. Sengkuyung,124.0,Sedang
